path	transcript	t1	t2
ordS27-27	ой здорово ! *П *В и как оно ?	589.98	592.54
ordS27-27	эх ! *П красивая ?	605.869	607.05
ordS27-27	что сказал ?	624.205	624.9
ordS27-27	в смысле а чего он х... () хочет сделать то ?	630.675	632.5840000000001
ordS27-27	а чего он хочет сделать то ?	634.0	635.31
ordS27-27	а?	635.72	635.9639999999999
ordS27-27	а что он сделать то хочет ?	635.9639999999999	637.193
ordS27-27	ну вообще он там назвал ведущими федер // у вас же тётка ректор / да ?	638.255	642.751
ordS27-27	ну ты помнишь как её зовут то ?	680.94	682.42
ordS27-27	такая бижутерия у нее прямо / такое висело прямо красотища(?) !	691.318	695.37
ordS27-27	да я обычно что-нибудь забываю кстати // я всё думаю надо какой-нибудь там список составить // *П *В вот вспомнила / знаешь чего ? лучше тебе спрашивать в Питере / *П чего покупать // я короче видела туфли / *П которые мы купили за две четыреста / здесь они я их видела за тысячу семьсот // *П *В (э) духи которые вот мне купили как бы даже за две четыреста / я их видела за тысяча (...) (э) шестьсот //	728.235	746.115
ordS27-27	дешевле ?	749.98	750.78
ordS27-27	ну понятно короче *Н не выстраивать *Н что надо покупать что не надо // да ?	753.19	758.14
ordS27-27	а ?	810.606	810.94
ordS27-27	как твои девчонки там ?	849.03	850.168
ordS27-27	соседки *Н *П ?	851.16	852.76
ordS27-27	*П *Н я просто отдельно этот *Н стирала *П ?	854.441	856.94
ordS27-27	*П на другом *Н ?	858.667	861.34
ordS27-27	ну потом его полоскать / у нас есть тазик который знаешь как ?	867.5	869.89
ordS27-27	угу //*П ну давай // ну всё // не / не пиши(?) // ну давай пока //	905.54	908.225
ordS27-27as	привет // ты что уже спишь ?	10.382	11.560
ordS27-27as	*Н ?	23.330	878.575
ordS27-27as	ты меня слышишь ?	38.060	38.654
ordS27-27as	причём/ты_чего(?) вот здесь?	41.277	42.012
ordS27-27as	ну(:) / что(:) ? холодно // стало // *П тут у нас снег лежит // *П прямо вообще //	44.000	50.340
ordS27-27as	да ?	66.0	881.875
ordS27-27as	почему ?	69.867	70.292
ordS27-27as	чего Васька ат... ? чего там Санька-то / ты что-то писала / в каком-то () конкурсе ? я ничего не поняла //	77.89	81.49
ordS27-27as	просто это нав... / в (...) в Минфин ?	106.58	108.61
ordS27-27as	а там здоровья-то не нужно ?	144.3	145.5
ordS27-27as	отчитала(?) ведь часть там же (...) как бы / физическая подготовка не нужна ?	147.3	151.398
ordS27-27as	угу // *П как там Наташа ? *В пол еще не определили ? или вы мне просто опять не говорите ? *С	165.62	171.214
ordS27-27as	нет ничего она не это // я еще говорю / ну а чего узи ? когда это ? она говорит ну не назначали // я говорю дак и не знаю вроде // а она говорит / а зачем ?	172.196	182.026
ordS27-27as	прикольно // *П заворачивает(?) //	207.796	210.141
ordS27-27as	сейчас // да // рассказывают // *П алё(?) //	261.715	264.9
ordS27-27as	финти(?) //	266.109	266.684
ordS27-27as	ну у тебя всё т... т... ?	281.14	282.22
ordS27-27as	там то делай / там как бы там задание // чего-то как-то устаю безумно на самом деле // *П просто вообще как бы / в принципе и *П не то чтобы я прямо тут так уматываюсь // да ? но вот реально очень устаю // *П как бы вот эти еще курсы / как бы они (...) очень сильно (...) выматывают //	395.6	410.915
ordS27-27as	с какими ?	456.74	457.24
ordS27-27as	ты меня не слышала да ? нет / слышала ? *В ну (м) //	510.62	513.96
ordS27-27as	ох господи // *П нет конечно // *П ты о чём ?	517.141	519.628
ordS27-27as	ну это у меня стандарт да / периодически / вот // *В всю жизнь за... // ты знаешь да как-то вот скучно / понимаешь ? вот время вроде бы свободное есть как бы // надо бы отдохнуть да ? но отдыхать то тоже надо активно // а мне господи / банально просто не с кем //*П не знаю может с девчонками ещё куда-нибудь пойдём // но уже надоело с девчонками то ходить // *В *П как бы это всё равно не то //	542.74	560.48
ordS27-27as	ой здорово ! *П *В и как оно ?	589.98	592.54
ordS27-27as	эх ! *П красивая ?	605.869	607.05
ordS27-27as	что сказал ?	624.205	624.9
ordS27-27as	в смысле а чего он х... () хочет сделать то ?	630.675	632.5840000000001
ordS27-27as	а чего он хочет сделать то ?	634.0	635.31
ordS27-27as	а?	635.72	635.9639999999999
ordS27-27as	а что он сделать то хочет ?	635.9639999999999	637.193
ordS27-27as	ну вообще он там назвал ведущими федер // у вас же тётка ректор / да ?	638.255	642.751
ordS27-27as	ну ты помнишь как её зовут то ?	680.94	682.42
ordS27-27as	такая бижутерия у нее прямо / такое висело прямо красотища(?) !	691.318	695.37
ordS27-27as	да я обычно что-нибудь забываю кстати // я всё думаю надо какой-нибудь там список составить // *П *В вот вспомнила / знаешь чего ? лучше тебе спрашивать в Питере / *П чего покупать // я короче видела туфли / *П которые мы купили за две четыреста / здесь они я их видела за тысячу семьсот // *П *В (э) духи которые вот мне купили как бы даже за две четыреста / я их видела за тысяча (...) (э) шестьсот //	728.235	746.115
ordS27-27as	дешевле ?	749.98	750.78
ordS27-27as	ну понятно короче *Н не выстраивать *Н что надо покупать что не надо // да ?	753.19	758.14
ordS27-27as	а ?	810.606	810.94
ordS27-27as	как твои девчонки там ?	849.03	850.168
ordS27-27as	соседки *Н *П ?	851.16	852.76
ordS27-27as	*П *Н я просто отдельно этот *Н стирала *П ?	854.441	856.94
ordS27-27as	*П на другом *Н ?	858.667	861.34
ordS27-27as	ну потом его полоскать / у нас есть тазик который знаешь как ?	867.5	869.89
ordS27-27as	угу //*П ну давай // ну всё // не / не пиши(?) // ну давай пока //	905.54	908.225
ords63-13	который ?	13.599	14.116
ords63-13	это когда ?	29.281	29.901
ords63-13	что ты стоишь(?) ?	35.207	35.846
ords63-13	а что / это не солнышко ? я говорю / ну вам виднее //	37.793	40.635
ords63-13	*Н где ? //	62.527	63.623
ords63-13	*Н ?	84.693	126.464
ords63-13	что ты нашёл ?	90.566	91.41499999999999
ords63-13	и даже наполненная(?) //	94.47399999999999	95.419
ords63-13	уж блин ... да что ж такое то / слушай(:) ? # да что ?	164.76	167.481
ords63-13	Танькино(?) платье //	176.464	177.911
ords63-13	мне продавщица такая *С ой / у меня дочке семнадцать лет / там ля ля ля // *П а не секрет / сколько вашей девочке ? я говорю / пятнадцать // *П пятнадцать ?	186.106	194.157
ords63-13	может / тебе отнесут(?) ?	203.806	204.725
ords63-13	ты думаешь / я скажу нет ? рыскаешь //	207.59199999999998	209.776
ords63-13	я не вспомню(?) //	216.528	217.386
ords63-13	бинты у меня / да ? # ну //	218.326	219.715
ords63-13	так тиха(?) куча !	230.516	231.53199999999998
ords63-13	брюки то нашла(?) ... *П чего я её ...	236.274	238.35
ords63-13	*Н (тулетка?) //	244.824	245.685
ords63-13	так нет / а () в Электросиле(?) у нас с ночёвкой(?) видимо //	309.445	311.841
ords63-13	конфетку ?	352.622	353.332
ords63-13	где ещё от... на () *Н посепу(?) ? # м(:) ...	354.012	356.616
ords63-13	(н) ну и что ?	371.77	372.645
ords63-13	да кто сказал тебе такое / что это выше крыши / я(?) ?	373.64	377.344
ords63-13	кто тебе это сказал ?	378.191	379.729
ords63-13	*Н / ну разве так можно ?	381.316	383.173
ords63-13	может / хватит ?	431.651	432.642
ords63-13	о чём думаешь ?	454.344	455.223
ords63-13	а что сказать ?	461.182	462.277
ords63-13	это хвостатое выгуливать ?	472.19100000000003	473.672
ords63-13	со стола запретного вроде нет(?) / так это ещё слава богу её не пронесло //	497.271	500.844
ords63-13	я уже *Н (спугелиировался?) в этом //	501.54200000000003	503.152
ords63-13	а что у мамы со стулом ?	517.17	518.735
ords63-13	вчера уже / в самом деле(?) / вчера *П шла по улице *П бросалась(?) в *Н / сейчас описаюсь //	549.488	554.657
ords63-13	почему / так ?	558.889	559.711
ords63-13	я пытаюсь понять / как это происходит / что мышцы атрофируются ?	564.501	567.899
ords63-13	ничего не держится // почему рекламируют / памперсы для пожилых людей ?	571.0889999999999	575.117
ords63-13	ты что / думаешь / первый / что ли ?	589.845	591.184
ords63-13	а тот угол(?) ... проблем () этих не было //	633.831	636.243
ords63-13	в восемьдесят пять лет ?	682.506	683.296
ords63-13	потому что моя бабушка (...) зажигала в семьдесят с лишним / с дедом *П я поверю(?) //	698.012	701.878
ords63-13	хотя когда мы квартиру с... понятно / (у-у) ум(:)ывали *П это что / *Н голову(?) умершей матери ?	706.475	710.9590000000001
ords63-13	*Н / (м-м) Милахлна (а-а) раздавай(?) // а ещё могёт / только  перед *Н его заводить //	718.315	724.402
ords63-13	Александруга(?) глазами хлопает / я хихикаю сижу //	733.448	735.92
ords63-13	я думаю / раз хи...(?) он до *Н / *Н (шилистором?) // @ угу //	744.073	747.153
ords63-13	то есть они / извиняют(?) всё / им можно там (...)*Н //	820.19	822.969
ords63-13	чего сейчас то начинать ?	869.256	870.446
ords63-13	знаешь / *Н / *Н (...ящ) и голова(?) была *Н / вот //	884.804	887.67
ords63-13	опять не отразится(?) / *Н (Кирилловы(?) навыки? на руки?) //	890.527	892.798
ords63-13	хотя Мишка% не врун(?) / *Н //	901.231	903.884
ords63-13	что это / я два дня назад был / не такая была(?) // какой тебе пояс ?	951.5409999999999	956.211
ords63-13	чего тебе такое снится ?	958.785	960.343
ords63-13	ну подсознание () работает(?) //	965.047	966.701
ords63-13	значит / всё *Н / устраивает ?	973.083	974.547
ords63-13	ну зачем ты появилась вот *С ?	1021.784	1025.377
ords63-13	пойду(?) //	1049.117	1049.54
ords63-13	я говорю / Фёдор / ну мне обидно / ну () почему / ну почему я должна ? все позвонили / и все спросилили / какой у Славки% анализ //	1061.084	1066.927
ords63-13	и если сканеры(?) скажут / что у него нормально (...) будет ответ // я ж тебе говорил / что ты х(:)ернёй мучаешься // @ угу //	1090.117	1095.603
ords63-13	я не знаю(?) //	1097.425	1098.224
ords63-13	до глаза(?) *Н //	1109.482	1110.626
ords63-13	ну что тогда попробуем / папонька(?) ?	1112.378	1114.096
ords63-13	я говорю говорю / мам / вот почему он Славку% берёт *П а меня никогда никуда не возьмёт ?	1115.39	1121.188
ords63-13	я / видимо / вообще не нужна ?	1121.523	1122.85
ords63-13	ну ты скажи папе / правда ?	1126.293	1127.696
ords63-13	а почему ты меня никогда не зовёшь ?	1128.227	1129.904
ords63-13	а может / не хочет ?	1140.479	1141.264
ords63-13	Аня% ?	1176.998	1177.398
ords63-13	она тут заявила / с вами пойду *Н / мыслимо(?) ?	1182.203	1185.031
ords63-13	то есть / по этим *Н не собираются ? # нет //	1188.616	1190.37
ords63-13	ну что... а(:) / ты никогда не был ? # я никогда не был // # а ничего такого / лени(:)вые / все такие счаствливые / встречают первоклассников //	1195.024	1201.477
ords63-13	ну и замечательно / меня это радует /  ну кто-то должен нас защитить в конце концов ?	1259.686	1263.75
ords63-13	то есть / в принципе *В приравнивают педагога / к представителю властной силы(?) //	1263.75	1267.975
ords63-13	у все отрываются родители / вот это / что это то тоже *П и(:) избивают воспитателей / вот разве нормально ? # это всё / это посадка сразу / уголовная ответственность / потому что *В вас приравнивают при(:) исполнении служебных обязанностей *П к *П да к той же мне (э-э) полиции //	1273.232	1286.559
ords63-13	а раньше что / можно было ?	1308.347	1309.615
ords63-13	так как *Н нет / второй руки(?) нету // # ну там знаешь / Юр% / ни для чего / она () просто по стенке / и когда я вошла / она плачет //	1365.18	1371.326
ords64-06	ну / хорошо(?) / *Н ... # ну / баранчики //	19.445	20.999
ords64-06	*Н ?	25.091	1161.339
ords64-06	ну наверное(?) / всё лето приезжают //	30.101	31.517
ords64-06	почему тут(?) так оставили(?) *Н ?	43.955	45.521
ords64-06	что(?) *Н //	53.712	54.715
ords64-06	ну значит(?) / не жалко //	56.667	57.954
ords64-06	она скумпию(?) посадила(:) / они тоже *Н //	62.149	65.046
ords64-06	если бы она за ними ухаживала(?) / тогда б тут всё вообще(?) было (...) *Н //	66.287	70.324
ords64-06	и где ?	74.89	75.569
ords64-06	Сашенька% / Сашенька% // # вот / видите(?) ?	80.849	82.501
ords64-06	я расскажу(?)  ...	82.667	83.294
ords64-06	или(?) кто-то (...) герберу посадил / вот эти цветы посадили / вот эти цветы посадили //	96.911	100.88499999999999
ords64-06	*Н / которые однако(?) же всегда у меня росли на могилке //	119.35	122.555
ords64-06	*Н сказала / как ты // # да / *Н будем делать(?) //	127.495	129.88400000000001
ords64-06	так разве не знаем / что это такое / может подождать ? @ нет / это ...	130.123	132.716
ords64-06	а ?	139.778	1410.308
ords64-06	что ?	142.346	1020.122
ords64-06	ну или куст(?) / дереву таких не *Н / (м-м) //	142.664	144.958
ords64-06	и там густо(?) рос куст сирени ...	154.011	156.04399999999998
ords64-06	давайте так ?	181.958	182.646
ords64-06	не знаю / вот эти цветочки наверное уже(:) может отложить / да ?	185.711	188.545
ords64-06	ну хорошо / когда всё в финале(?) будет //	244.142	245.798
ords64-06	шас когда поедешь / ты с машиной(?) же / где-нибудь что-нибудь *Н //	248.915	251.862
ords64-06	вот лавочка вниз(?) //	259.852	261.125
ords64-06	тётя Женя(?)% !	268.931	269.965
ords64-06	ау ?	270.379	270.661
ords64-06	вот это что такое ?	271.321	272.401
ords64-06	мы по кругу ?	282.448	283.147
ords64-06	а эти куда ?	283.456	284.412
ords64-06	ну вот где-нибудь вот здесь вот // @ сюда ? здесь / да ?	292.802	295.074
ords64-06	пока посчитать(?) их уже можно(:) ?	296.505	297.921
ords64-06	они уже прижились / уже можно открывать(?) ? # эти прижились / конечно //	297.921	300.616
ords64-06	уже можно открывать / да ? # конечно // # а вот () пакетик нам понадобится для розы сейчас //	300.616	304.426
ords64-06	подойдите(?) / *Н //	313.243	315.544
ords64-06	ты всё-таки решила полить ?	554.311	556.045
ords64-06	так / а теперь вот ... # вот / ту ручку(?) потом на место поставим // # умничка !	604.3	607.202
ords64-06	гвоздичку / как её лучше (...) в вазочку ? # ну / вот сюда //	610.406	613.043
ords64-06	*Н отдельно // # в серединку ?	613.415	614.535
ords64-06	вы знаете ещё что сделаем щас ?	668.749	670.289
ords64-06	у нас остался песок ? какой-нибудь // # да / у нас (...) песок один //	695.759	698.252
ords64-06	ты решила всё-таки полить ?	711.811	713.549
ords64-06	где это насекомое ?	750.527	751.533
ords64-06	мне эти бальтишки(?) очень понравились //	754.711	756.805
ords64-06	и(?) не наши //	777.951	778.757
ords64-06	эти берём(?) / наверно / да ?	790.292	791.281
ords64-06	да я не знаю / Маша% / у меня горшочков очень много // @ надо горшочков ?	791.639	794.143
ords64-06	это что из них ещё делать ?	814.186	816.012
ords64-06	сыночка(?) //	828.239	829.1610000000001
ords64-06	всё такие же(?) / как *Н тебя //	846.941	849.287
ords64-06	проку(?) то *Н //	861.407	862.508
ords64-06	*Н родился(?) //	878.524	879.992
ords64-06	*Н // # какие ?	939.813	940.699
ords64-06	вот эти вот // # вот эти / красные ?	940.854	941.961
ords64-06	это(?) с работы / потому что / ну ...	957.919	959.158
ords64-06	теперь надо вот эту веточку ?	1001.999	1003.208
ords64-06	ну просто взять(?) //	1003.963	1004.901
ords64-06	ну вот / что это за растение ?	1006.528	1008.364
ords64-06	тоненькие(?) //	1017.6	1018.102
ords64-06	что / как вы там / как / собираетесь ?	1037.671	1039.75
ords64-06	ну что *Н ? # посидим немножко //	1048.025	1049.681
ords64-06	а в час тридцать ?	1067.202	1067.929
ords64-06	угу // # потом пойти / да ?	1071.723	1072.612
ords64-06	это надо было в дом(?) //	1104.54	1105.768
ords64-06	*Н его(?) / *Н / компьютер мне не надо //	1106.707	1110.521
ords64-06	вот(?) / *Н //	1121.113	1122.194
ords64-06	учти(?) //	1126.538	1127.078
ords64-06	у нас было дядя(?) / это по-моему всё //	1130.753	1132.846
ords64-06	если Яша% *П требует *Н *П / кто-то оставил кусок(?) (...) по-моему курочки(?) // @ ага //	1134.81	1141.154
ords64-06	и они(?)  это торговое(?) *Н //	1148.657	1150.424
ords64-06	*Н / это вообще *Н себя(?) //	1164.595	1166.786
ords64-06	о родственниках(?)	1179.955	1250.487
ords64-06	 по этой(?) *Н / ну(:) и *Н права(?)  / вообще что *Н права(?) да / как вы вообще ходить будете / да(:) (а) / *П / *Н (сломаны) там *Н и так далее / а почему () (м) *Н то ничего?	1189.507	1197.989
ords64-06	не обеднеем(?) / Маша% //	1201.237	1202.623
ords64-06	*Н занимет(?) / всегда(?) занимет(?) //	1203.244	1205.336
ords64-06	ему(?) ...	1230.818	1231.361
ords64-06	*Н же со мной / *Н (...) я обычно ставлю там рядом / когда-нибудь да пригодится // я никогда не выбрасываю ничего // @ понятно(?) //	1234.416	1243.229
ords64-06	*Н себе / а потом мне / три сеструхи(?) //	1248.082	1250.485
ords64-06	ну вот // он от них отказался(?) *П он(?) уж такой пьяница / но ...	1253.937	1257.594
ords64-06	поэтому он *П этим людям(?) даётся(?) // # *Н //	1274.384	1277.037
ords64-06	нет это ... это конечно здорово / что он (м-м) *Н / он(:) () *Н / когда(:) (...) там(?) / *Н //	1277.112	1287.042
ords64-06	он у нас(?) / кстати / всегда приходит / он *В и один / и(:) () с приятелем / потом у него брат там живёт //	1304.334	1309.879
ords64-06	да / терпеть(?) //	1317.487	1318.37
ords64-06	ты чего опять / *Н ?	1321.214	1322.598
ords64-06	у нас давно не была ты ?	1328.309	1329.756
ords64-06	я бросаю(?) //	1332.631	1333.346
ords64-06	Машенька% / ну *Н (...) практически(?) *Н / особо(?) *В *Н (...ских ...лей) / а () она всё для него делала / она покупала для него обувь *П уже когда они жили у меня //	1353.348	1365.35
ords64-06	вот / для себя она просила молоко(?) / да хоть(?) *П *Н (папе? капельку?) //	1367.468	1371.006
ords64-06	возвращался здоровый / потом у него в следующий раз *Н *П очень покалечился(?) //	1381.197	1385.433
ords64-06	она же(?) это (...) *Н //	1411.018	1412.637
ords64-06	а когда *Н нужно(?) (...) приехать(?) *Н ...	1459.21	1461.235
ords64-06	*Н ждать(?) так же долго / *Н к тому же //	1462.037	1464.713
ords64-06	ну как / тебе *Н ? # *Н //	1466.78	1471.786
ords64-06	кто ему это говорит ? # *Н //	1490.173	1491.475
ords64-06	в детстве(?) никого не слушал *П *Н и нам тюрьмой(?) //	1499.575	1502.872
ords64-06	почему(?) *Н / *Н //	1523.147	1526.333
ordS65-01	так / то есть если заменять батарейки / то / что ?	35.508	38.518
ordS65-01	то есть потом вот сюда нажать только да ?	56.439	58.409
ordS65-01	так (э-э) стоп / нажала / выключить здесь / или это пауза ? выключили / и так же обратно / да ? @ и ... да / да // выключить здесь // да / да //	75.3	81.878
ordS65-01	ну вот скажете / что я  в пол седьмого если что свободна буду ? # да //	91.866	94.7
ordS65-01	либо(?) я подойду к вам скажу # ага #  вот / и еще одна вещь / я не знаю /  вам наверное сейчас не будет удобно / нужно будет заполнить несколько анкет *Н тестами # да это я в процессе заполню # в процессе ? # если будет время и / когда вы придете прим... переда... при вас это сделаю // # хорошо / давайте я вам тогда пару покажу / чтобы уже начинали работу // @ м-гм // м-гм //	95.352	96.608
ordS65-01	да это я в процессе (э-э) заполню / если будет  время / и(:) когда вы приедете / там  прим... переда... при вас *П это сделаю // @ в процессе ?	103.606	110.363
ordS65-01	ну / давайте я вам / наверное / объясню // и потом еще там есть психологические тесты / тесты *Н / *В они просто длинные / там(:) всякие вопросы в духе / в компании я предоставляю *Н # давайте вы может быть(?) *Н придете и я все это сделаю при вас # хорошо / давайте # да /  да / а то че то у меня сейчас подряд просто народ пойдет и я боюсь что не очень удобно будет # да /  наверное не будет удобно //	141.983	160.359
ordS65-01	все тогда # остальное *Н можно ? # да / я подойду через минутку / я подойду через минутку # просто(:) / так скажем (...) давайте эти анкеты то ваши //	161.45	169.46800000000002
ordS65-01	 я может п... (и-э) ? *Н что (э-э) подержали(?) пока #  я звоню(?) Наталье_Викторовне% / да //	172.071	175.128
ordS65-01	что-то вы еще сказали ? # *Н // # кто это ?	182.215	183.518
ordS65-01	французский маникюр получится на(:) такие ногти ?	184.831	187.161
ordS65-01	вот // если можно / он так *Н / или(:) ?	189.583	192.055
ordS65-01	сегодня / да / у вас ?	198.811	199.74099999999999
ordS65-01	во сколько начало ?	203.581	204.577
ordS65-01	в семь(?) //	205.058	205.40800000000002
ordS65-01	в двенадцать / да / по-моему / у Кати ? # нет / одиннадцать тридцать //	209.556	212.214
ordS65-01	одиннадцать ? а / ну как раз тогда с ней // @ угу //	212.30599999999998	214.297
ordS65-01	*Н она сегодня по другому(?) придет // @ *Н //	224.83100000000002	227.064
ordS65-01	А она(:) причёски делает ?	228.07	229.686
ordS65-01	как вам на дворцовой ?	248.205	249.799
ordS65-01	ну как ? # прошу прощения / скажите / *В (а-а) сколько времени длится маникюр ?	258.421	261.476
ordS65-01	полчаса / да ?	262.561	263.226
ordS65-01	да / там действительно ... # а тут и дворцовый мост перекрыли /  то есть видимо / с другой стороны / Невский / да ? то есть все () в вашем ()  было распоряжении *Н // # там было () несколько(:) (м-м) пунктов / то есть через которые ты проходишь // @ да // угу //	281.942	294.636
ordS65-01	(а-а) (м-м) (а-а) сначала ты должен отстоять(?) огромные огромные огромные очереди / просто //	295.289	300.375
ordS65-01	нельзя воду / да ?	333.836	334.894
ordS65-01	потом туда входишь до сб(?)... до самой дворцо(:)вой / то есть там(:) (...) е... ещё такие стоят белые палатки ...	350.758	356.428
ordS65-01	уезжаешь(?) ...	373.325	373.987
ordS65-01	*Н неужели разгоняли тучи ? (э-э) *Н // # разгоняли / да ?	381.212	384.511
ordS65-01	не / ну кто-то пришёл в нём(?) / но мы были и не в платьях //	403.258	405.894
ordS65-01	и поэтому они такую () тематику () забабахали // #  значит / была Россия / страна возможностей ?	429.041	433.191
ordS65-01	а кто там выступал ? не / просто мы гуляли / поэтому я телевизор не смотрела / не знаю / что там(?) //	438.556	443.211
ordS65-01	там(:) ... # Ургант опять вёл / да / с Шелест   ? #  он да / вё... вёл //	443.29	446.912
ordS65-01	и ... (...) и не позвонить / и она нам звонит / говорит / как вы ? и я слышу какие-то () о... обрывки фраз / я говорю / я вас не слышу //	483.35	491.48
ordS65-01	в конце она говорит / (э-э) ваши все трезвые ? я говорю / ну(:) / почти //	492.313	495.55
ordS65-01	ну а с другой стороны / вот как умудрились вы пронести / или там продавали где-то что-то ? # (а-а) нет //	496.382	501.11
ordS65-01	но там н(:)ет сидячих мест / да / там все просто стоят ? # не / не / не / там всё стоят / естественно //	521.489	526.236
ordS65-01	ну а там / туалет / кафе /  всё это присутствует ? а вдруг попить захотелось ? # там(:) да //	526.434	530.546
ordS65-01	а(:) вы выходили на набережную / да / там *Н ? # мы вышли за сорок минут до начала *П и там просто было / не было свободных мест //	593.721	600.808
ordS65-01	а(:) до этого вы ходили ?	636.014	637.242
ordS65-01	нет / до этого мы не ходили // # то есть ни разу ни ... вот так вот живьём / что он *Н ? # не / не //	637.807	642.051
ordS65-01	*Н // # говорит / правильно боится ?	650.915	652.702
ordS65-01	какой там / Биржевой& / да / мост ?	689.345	690.834
ordS65-01	они именно(?) идут так сплошняком //	695.305	697.059
ordS65-01	привет / Тыдыш(?)% //	729.408	730.388
ordS65-01	а / у тебя / да ?	733.693	734.39
ordS65-01	а где ты будешь работать то ?	766.779	767.962
ordS65-01	пусть Катя в другой смене ?	776.907	778.102
ordS65-01	какой наряд у вас ?	803.056	804.102
ordS65-01	в процессе / что ли / переодеваться будете ?	807.922	809.885
ordS65-01	чё это ты ?	848.852	849.489
ordS65-01	моё // да / это всё тебе // нет / это всё тебе // покрывать у меня ... @ *Н ?  это ... а это покрывать тебе / или что ? а(:) / тут просто ...	855.635	860.87
ordS65-01	а сейчас еще и  ... # сколько *Н ... # юбилей / десять лет / да ?	925.476	927.528
ordS65-01	очень *П такой офигенный // # да ?	932.641	934.415
ordS65-01	и дверка(?) //	935.905	936.604
ordS65-01	а вот эти вживую конечно(?) как бы вот эти / они как-будто над тобой //	943.801	947.513
ordS65-01	и с лазерным шоу что-то я не поняла / вы его видели ?	962.672	965.07
ordS65-01	не видела ? // # нет / н(:)ичего такого ... # *Н где-то там что они изображали / я так и не поняла // # а(:) ! ну да / да / да //	965.344	969.654
ordS65-01	и мы уже в конце такие / думаем(?) / о боже // # надо было с собой (...) стульчик раскладной взять //	1005.07	1009.363
ordS65-01	это вы со скольки там /*Н ? # с девяти //	1015.792	1017.702
ordS65-01	а вас развозили потом / или в метро ?	1027.11	1028.914
ordS65-01	мы хотели доехать до *Н ... # училка уехала / да ? # ну(:) //	1047.95	1051.01
ordS65-01	я там / до своего // # а вы () от (...) А(:)дмиралтейской& ?	1068.255	1070.737
ordS65-01	(э-эм) // # от метро то ?	1071.645	1072.874
ordS65-01	от Гостинки& ?	1074.362	1075.015
ordS65-01	женщины хоть / общупывали то ?	1105.273	1106.91
ordS65-01	очень много *Н // # дак / а на концерте втором ?	1147.706	1149.896
ordS65-01	а какой второй концерт ?	1151.883	1152.838
ordS65-01	там *П в то время сцена ещё была // # да ?	1170.159	1172.618
ordS65-01	так что нам стало уже(?) //	1220.094	1221.31
ordS65-01	*Н // # а щас там(?) *П то ли *Н / то ли нет //	1329.855	1332.199
ordS65-01	ну всё / щас последний(?) ... там тоже девочка / выпускница будет //	1378.134	1381.281
ordS65-01	а щас / вот(?) //	1413.562	1414.1970000000001
ordS65-01	не повезло вот ей(?) () тоже(:) ... (...) одна подружка у меня ...	1418.937	1421.627
ordS65-01	человек(?) (...) целый день гулял(?) в дождь //	1424.734	1426.251
ordS65-01	это еще нужно ? // # *Н вообще ...	1517.181	1518.012
ordS65-01	больше ничего нет / там ?	1541.948	1543.1970000000001
ordS65-01	так / вы не хотите никакую причёску / просто накрутить / да их ?	1547.969	1550.879
ordS65-01	лежали и не спутались / как бы(:) (...) ?	1554.117	1555.963
ordS65-01	локоны ?	1559.422	1559.957
ordS65-01	а подойти ?	1566.765	1567.608
ordS65-01	ну ясно(?) //	1633.294	1633.79
ordS65-01	ну как лучки(?) есть ...	1684.69	1685.529
ordS65-01	*Н желтоват(?) //	1774.177	1775.404
ordS72-11	а где ты резиночку брала ?	19.266	20.466
ordS72-11	и где он ?	77.953	78.587
ordS72-11	и где он ? *П вот я тоже сижу думаю / и где он ? *П и телефон не берёт / *П маленькая скотина / *П шухерится //	78.587	83.322
ordS72-11	а он вообще () за таким замечан / да ?	84.563	86.64
ordS72-11	а(:) ! это вот который звонил Вадим% / да ?	114.78	117.066
ordS72-11	Сергеевна% ? я даже не знал ! *П я говорю ну да // @ гм !	122.85	126.344
ordS72-11	ну вот / *П а куда она вышла ?	126.99	128.659
ordS72-11	вон(?) / *П я говорю ну / *П по делам очевидно !	129.129	131.858
ordS72-11	вот / *П а он говорит / *П ну ладно / *П а какие могут быть дела ?	137.31	141.048
ordS72-11	и чего(:) ?	220.746	221.698
ordS72-11	и Вадик% такой / *П а чего ?	232.36	234.813
ordS72-11	угу // н ?	242.113	242.76
ordS72-11	и ты поехала ?	305.909	306.837
ordS72-11	и что ты думаешь ?	326.85699999999997	327.733
ordS72-11	и что вы делали ?	336.687	337.579
ordS72-11	да что мы делали ?	339.02	340.109
ordS72-11	ну Егор% же был / (...) зачинщик ?	399.172	401.62
ordS72-11	я потом Егору% говорю / ты вообще / ты знаешь Вадика% (...) с рождения / я говорю зачем ты это сказал ?	402.551	408.3
ordS72-11	у / какой он ... *П а он () младше старше ?	413.58	415.78499999999997
ordS72-11as	а где ты резиночку брала ?	19.266	20.466
ordS72-11as	и где он ?	77.953	78.587
ordS72-11as	и где он ? *П вот я тоже сижу думаю / и где он ? *П и телефон не берёт / *П маленькая скотина / *П шухерится //	78.587	83.322
ordS72-11as	а он вообще () за таким замечан / да ?	84.563	86.64
ordS72-11as	а(:) ! это вот который звонил Вадим% / да ?	114.78	117.066
ordS72-11as	Сергеевна% ? я даже не знал ! *П я говорю ну да // @ гм !	122.85	126.344
ordS72-11as	ну вот / *П а куда она вышла ?	126.99	128.659
ordS72-11as	вон(?) / *П я говорю ну / *П по делам очевидно !	129.129	131.858
